dbLevel,dominantFrequency,variance,spikeCount,trainingLabel
42.554,23.4375,47317.1,0,HUMAN
44.1459,54.6875,62633.3,0,HUMAN
68.6606,7.8125,3.52322E7,0,HUMAN
45.8973,54.6875,93156.4,0,HUMAN
43.106,70.3125,52692.5,0,HUMAN
68.1401,7.8125,3.17903E7,2,HUMAN
44.1189,23.4375,70768.4,0,HUMAN
44.4029,23.4375,65772.1,4,HUMAN
68.7413,7.8125,3.58516E7,0,HUMAN
45.2765,54.6875,73973.7,1,HUMAN
42.7786,23.4375,44981.1,0,HUMAN
68.6373,7.8125,3.50275E7,0,HUMAN
43.8187,23.4375,71076.6,0,HUMAN
0.0,0.0,0.0,0,HUMAN
57.5619,54.6875,4246070.0,166,HUMAN
44.7893,54.6875,69342.8,0,HUMAN
44.2928,54.6875,80556.2,0,HUMAN
55.3277,7.8125,69770.1,0,HUMAN
42.2582,23.4375,38883.6,0,HUMAN
43.8284,23.4375,53000.5,0,HUMAN
61.0352,7.8125,117493.0,0,HUMAN
44.3704,54.6875,67925.3,0,HUMAN
44.8404,62.5,77042.0,0,HUMAN
43.9045,54.6875,63268.2,0,HUMAN
43.3093,23.4375,50786.4,0,HUMAN
44.0616,54.6875,60827.5,0,HUMAN
67.8491,7.8125,2.96189E7,0,HUMAN
42.5596,23.4375,49123.3,0,HUMAN
44.4086,23.4375,60658.0,0,HUMAN
43.0191,23.4375,47522.0,0,HUMAN
44.4961,62.5,70360.7,0,HUMAN
44.9412,54.6875,80345.8,0,HUMAN
44.0072,23.4375,62318.3,0,HUMAN
43.5504,23.4375,61228.8,0,HUMAN
47.1358,15.625,192449.0,0,HUMAN
44.5411,62.5,69326.8,0,HUMAN
42.4606,23.4375,47592.5,0,HUMAN
0.0,0.0,0.0,0,HUMAN
42.355,23.4375,40373.3,0,HUMAN
43.9352,70.3125,61202.5,0,HUMAN
44.226,23.4375,64949.1,0,HUMAN
45.4623,54.6875,88097.3,0,HUMAN
43.6673,54.6875,57162.9,0,HUMAN
42.1155,23.4375,38074.9,0,HUMAN
47.038,7.8125,93988.0,0,HUMAN
45.1675,54.6875,77441.8,0,HUMAN
43.7925,23.4375,64771.4,0,HUMAN
44.8406,54.6875,80044.0,0,HUMAN
45.0957,23.4375,77698.3,0,HUMAN
44.5276,54.6875,69856.6,0,HUMAN
69.0125,7.8125,3.79202E7,0,HUMAN
44.34,23.4375,67126.6,0,HUMAN
42.9079,23.4375,56231.6,0,HUMAN
68.629,7.8125,3.49534E7,0,HUMAN
44.3659,23.4375,70347.2,0,HUMAN
68.0373,7.8125,3.10444E7,0,HUMAN
46.319,54.6875,103632.0,0,HUMAN
44.6935,54.6875,72035.2,0,HUMAN
44.4948,23.4375,74971.4,0,HUMAN
43.9911,62.5,59042.5,0,HUMAN
44.5204,54.6875,70165.0,0,HUMAN
45.1588,23.4375,78730.5,0,HUMAN
44.036,23.4375,57848.2,0,HUMAN
42.3582,23.4375,45280.8,0,HUMAN
46.4255,62.5,110166.0,0,HUMAN
43.8216,54.6875,66506.9,0,HUMAN
44.5163,54.6875,71567.4,0,HUMAN
43.8567,54.6875,56956.4,0,HUMAN
68.5073,7.8125,3.42471E7,0,HUMAN
44.1135,23.4375,64963.2,0,HUMAN
44.0248,23.4375,57813.7,0,HUMAN
43.7117,23.4375,55932.1,0,HUMAN
44.5415,62.5,73743.5,0,HUMAN
42.602,23.4375,45171.3,0,HUMAN
45.4177,23.4375,94854.0,0,HUMAN
42.7537,23.4375,45564.2,0,HUMAN
44.9368,23.4375,79352.1,0,HUMAN
45.1516,23.4375,77680.0,0,HUMAN
44.1781,23.4375,63426.0,0,HUMAN
44.5064,23.4375,65927.5,0,HUMAN
44.6,54.6875,78529.4,0,HUMAN
45.4059,23.4375,83737.3,0,HUMAN
43.6558,62.5,69887.7,0,HUMAN
43.9626,23.4375,61490.3,0,HUMAN
43.4868,23.4375,52979.9,0,HUMAN
43.1629,23.4375,48021.7,0,HUMAN
42.3665,23.4375,43660.1,0,HUMAN
44.0312,23.4375,74850.9,0,HUMAN
44.6516,23.4375,81615.7,0,HUMAN
44.3313,23.4375,74565.8,0,HUMAN
43.4338,23.4375,51457.4,0,HUMAN
44.1283,54.6875,67837.3,0,HUMAN
44.466,23.4375,70622.8,0,HUMAN
45.9737,54.6875,96109.4,1,HUMAN
43.8596,54.6875,63812.8,0,HUMAN
43.2479,23.4375,46756.6,0,HUMAN
44.058,23.4375,71796.1,0,HUMAN
44.119,62.5,73072.6,0,HUMAN
45.8187,23.4375,88090.4,0,HUMAN
44.9002,54.6875,74574.7,0,HUMAN
47.2707,46.875,124132.0,0,HUMAN
42.6617,54.6875,49296.3,0,HUMAN
46.3773,23.4375,117771.0,0,HUMAN
43.8827,23.4375,57006.2,0,HUMAN
44.7105,23.4375,79434.6,0,HUMAN
44.7198,23.4375,68834.7,0,HUMAN
44.0182,23.4375,60891.9,0,HUMAN
46.4683,23.4375,109305.0,0,HUMAN
44.5674,23.4375,71212.4,1,HUMAN
45.5254,23.4375,96240.0,1,HUMAN
44.6686,23.4375,77171.4,0,HUMAN
46.7873,23.4375,115002.0,0,HUMAN
43.7404,23.4375,65240.5,0,HUMAN
44.8195,23.4375,72218.8,0,HUMAN
45.7542,23.4375,95012.3,1,HUMAN
44.4235,23.4375,73540.6,0,HUMAN
45.4451,23.4375,97351.7,0,HUMAN
45.6559,23.4375,93827.9,0,HUMAN
45.6005,23.4375,87755.2,0,HUMAN
44.5943,23.4375,70319.1,0,HUMAN
49.1067,23.4375,176260.0,0,HUMAN
43.8353,23.4375,59959.4,0,HUMAN
44.65,54.6875,70679.7,0,HUMAN
43.6562,54.6875,58302.3,0,HUMAN
46.0637,23.4375,106420.0,0,HUMAN
43.8697,23.4375,63704.0,0,HUMAN
45.0426,23.4375,76995.7,0,HUMAN
43.6601,23.4375,54817.5,0,HUMAN
43.7397,23.4375,56453.6,0,HUMAN
0.0,0.0,0.0,0,HUMAN
45.9135,23.4375,91013.3,0,HUMAN
44.3419,23.4375,62065.8,0,HUMAN
44.2102,23.4375,72076.5,0,HUMAN
46.3801,54.6875,97618.2,0,HUMAN
46.2798,23.4375,114474.0,0,HUMAN
44.0615,23.4375,70513.3,0,HUMAN
46.1441,23.4375,101508.0,0,HUMAN
45.1568,23.4375,83933.2,0,HUMAN
43.4794,23.4375,56128.4,0,HUMAN
45.8103,23.4375,91674.1,5,HUMAN
45.0002,23.4375,78693.9,0,HUMAN
44.3133,23.4375,69155.8,0,HUMAN
44.8603,23.4375,76963.4,3,HUMAN
67.6378,7.8125,2.85067E7,24,HUMAN
46.1077,23.4375,97513.7,0,HUMAN
44.1683,23.4375,71912.2,0,HUMAN
44.6873,23.4375,83782.6,0,HUMAN
45.3668,23.4375,84080.1,0,HUMAN
46.1142,23.4375,109843.0,1,HUMAN
46.0624,54.6875,110900.0,0,HUMAN
44.2231,23.4375,65453.2,0,HUMAN
46.0971,23.4375,107588.0,0,HUMAN
44.5646,23.4375,66944.2,0,HUMAN
44.0753,23.4375,67108.5,0,HUMAN
46.2784,23.4375,113145.0,0,HUMAN
43.8784,23.4375,61762.1,0,HUMAN
43.1318,23.4375,57755.9,0,HUMAN
45.0522,23.4375,82029.0,0,HUMAN
67.8251,7.8125,2.95513E7,0,HUMAN
45.7152,23.4375,90667.0,0,HUMAN
44.8137,23.4375,77335.9,0,HUMAN
48.5776,62.5,186508.0,0,HUMAN
45.5084,15.625,81170.6,0,HUMAN
45.8381,62.5,96966.6,0,HUMAN
44.9801,23.4375,75041.0,0,HUMAN
44.1975,23.4375,66339.2,0,HUMAN
45.3368,23.4375,86054.5,0,HUMAN
45.5888,23.4375,92352.9,0,HUMAN
44.6311,23.4375,72712.8,0,HUMAN
46.139,23.4375,104257.0,0,HUMAN
44.0254,23.4375,60532.7,0,HUMAN
45.1715,54.6875,76614.0,0,HUMAN
44.974,62.5,83879.9,0,HUMAN
67.4861,7.8125,2.74232E7,0,HUMAN
44.6246,23.4375,72327.4,0,HUMAN
45.9101,54.6875,87028.2,0,HUMAN
67.6802,7.8125,2.84988E7,0,HUMAN
44.115,23.4375,58793.2,0,HUMAN
44.6231,23.4375,67177.1,0,HUMAN
43.4932,23.4375,62705.6,0,HUMAN
44.618,23.4375,70773.9,0,HUMAN
44.013,23.4375,65966.0,0,HUMAN
45.3214,23.4375,79253.2,0,HUMAN
45.7295,23.4375,86678.3,0,HUMAN
44.0887,23.4375,64154.2,0,HUMAN
45.6408,23.4375,100045.0,0,HUMAN
44.9953,23.4375,81586.5,0,HUMAN
43.372,23.4375,56301.6,0,HUMAN
42.8458,23.4375,50401.1,0,HUMAN
44.9875,23.4375,70014.2,0,HUMAN
44.7133,23.4375,78398.3,0,HUMAN
44.7811,23.4375,70502.8,0,HUMAN
45.0692,23.4375,84907.4,0,HUMAN
45.8939,54.6875,102378.0,0,HUMAN
45.7019,23.4375,85619.1,0,HUMAN
44.6498,23.4375,71684.9,0,HUMAN
43.827,23.4375,57449.8,0,HUMAN
44.7885,23.4375,77301.1,0,HUMAN
45.9833,23.4375,94366.7,0,HUMAN
46.2874,62.5,107760.0,0,HUMAN
44.8309,23.4375,69731.5,0,HUMAN
44.6007,23.4375,73032.6,0,HUMAN
44.5199,23.4375,84759.0,0,HUMAN
46.2585,23.4375,105048.0,0,HUMAN
48.6779,62.5,193426.0,0,HUMAN
68.3293,7.8125,3.26889E7,1,HUMAN
43.1264,23.4375,55337.9,0,HUMAN
45.0027,23.4375,91034.4,0,HUMAN
44.3066,70.3125,62434.8,0,HUMAN
44.4646,54.6875,71427.4,0,HUMAN
45.375,23.4375,91973.4,0,HUMAN
45.5306,23.4375,85752.5,0,HUMAN
44.381,23.4375,70498.2,0,HUMAN
44.8818,23.4375,75596.2,0,HUMAN
46.0144,23.4375,98451.3,0,HUMAN
44.8795,54.6875,75885.7,0,HUMAN
44.6422,23.4375,72258.5,0,HUMAN
45.512,23.4375,82568.4,0,HUMAN
44.7574,23.4375,75774.7,0,HUMAN
46.0735,23.4375,109509.0,0,HUMAN
67.9249,7.8125,3.03579E7,0,HUMAN
45.1239,23.4375,84866.4,0,HUMAN
44.4144,23.4375,67897.6,0,HUMAN
46.0714,23.4375,92685.0,0,HUMAN
45.1605,23.4375,74844.6,0,HUMAN
46.3768,23.4375,90696.6,0,HUMAN
45.5224,23.4375,82149.6,0,HUMAN
47.5706,23.4375,128301.0,0,HUMAN
46.1853,54.6875,98086.0,0,HUMAN
44.7544,23.4375,71194.2,0,HUMAN
45.1277,62.5,82644.3,0,HUMAN
45.8242,54.6875,93612.2,0,HUMAN
44.3532,23.4375,71611.3,0,HUMAN
42.7209,23.4375,48078.8,0,HUMAN
67.6555,7.8125,2.80072E7,1,HUMAN
45.3242,62.5,87305.5,0,HUMAN
46.3085,23.4375,103426.0,0,HUMAN
68.2428,7.8125,3.22261E7,0,HUMAN
43.7654,23.4375,65681.1,0,HUMAN
43.804,23.4375,66668.9,0,HUMAN
67.9327,7.8125,3.04034E7,0,HUMAN
45.6033,23.4375,93184.6,0,HUMAN
45.0914,54.6875,84118.5,0,HUMAN
46.1086,23.4375,98304.0,0,HUMAN
67.8438,7.8125,2.92101E7,0,HUMAN
43.5095,23.4375,50179.4,0,HUMAN
44.7465,23.4375,67515.8,0,HUMAN
67.7615,7.8125,2.88697E7,0,HUMAN
44.1903,54.6875,60091.7,0,HUMAN
44.4946,23.4375,76136.8,0,HUMAN
68.4764,7.8125,3.38163E7,0,HUMAN
43.8172,23.4375,47911.5,0,HUMAN
45.6064,23.4375,93481.3,0,HUMAN
45.9175,54.6875,108903.0,0,HUMAN
67.5273,7.8125,2.76307E7,0,HUMAN
44.4952,54.6875,66193.2,0,HUMAN
45.0007,23.4375,76231.3,0,HUMAN
67.7852,7.8125,2.9188E7,0,HUMAN
44.3528,54.6875,70308.2,0,HUMAN
67.9909,7.8125,3.04128E7,0,HUMAN
46.3898,23.4375,117824.0,0,HUMAN
45.6784,23.4375,94428.1,0,HUMAN
46.503,54.6875,101220.0,0,HUMAN
45.1611,23.4375,81508.4,0,HUMAN
43.409,23.4375,62602.5,0,HUMAN
44.16,23.4375,66899.3,0,HUMAN
43.5493,23.4375,56223.9,0,HUMAN
44.8819,23.4375,77934.1,0,HUMAN
45.9376,23.4375,95203.9,0,HUMAN
44.6994,23.4375,72595.3,0,HUMAN
43.0632,23.4375,54701.4,0,HUMAN
44.3916,23.4375,69809.4,0,HUMAN
44.7723,23.4375,73266.9,0,HUMAN
45.0921,54.6875,74793.0,0,HUMAN
42.9355,23.4375,49326.2,0,HUMAN
43.4938,23.4375,59061.1,0,HUMAN
44.7487,23.4375,69086.5,0,HUMAN
45.8036,23.4375,87243.3,0,HUMAN
44.2799,23.4375,61272.3,0,HUMAN
45.7534,23.4375,91038.5,0,HUMAN
44.9341,23.4375,82894.7,0,HUMAN
44.0545,23.4375,62008.2,0,HUMAN
45.8158,23.4375,94795.3,0,HUMAN
44.8892,23.4375,80933.6,0,HUMAN
44.6366,23.4375,76917.4,0,HUMAN
45.1826,54.6875,82394.4,0,HUMAN
43.2611,23.4375,61507.5,0,HUMAN
69.1323,7.8125,3.87165E7,0,HUMAN
43.8418,23.4375,63888.5,0,HUMAN
45.5804,23.4375,88491.6,0,HUMAN
68.2912,7.8125,3.28592E7,0,HUMAN
45.3973,23.4375,82103.0,0,HUMAN
67.9159,7.8125,2.99025E7,0,HUMAN
44.2833,23.4375,70801.2,0,HUMAN
44.2819,23.4375,62480.5,0,HUMAN
44.7444,23.4375,75626.9,0,HUMAN
44.8305,23.4375,81294.6,0,HUMAN
44.7684,23.4375,76181.6,0,HUMAN
45.2283,54.6875,79510.7,0,HUMAN
44.5113,23.4375,75841.5,0,HUMAN
45.4636,54.6875,98282.3,0,HUMAN
45.0011,54.6875,82310.6,0,HUMAN
43.0908,101.562,50804.4,0,HUMAN
43.7854,23.4375,59635.7,0,HUMAN
68.2815,7.8125,3.27463E7,0,HUMAN
43.5157,23.4375,61684.5,0,HUMAN
44.8553,23.4375,76034.6,0,HUMAN
45.5849,54.6875,96252.7,0,HUMAN
42.8269,23.4375,50148.5,0,HUMAN
67.9167,7.8125,3.01453E7,0,HUMAN
46.8803,54.6875,113790.0,0,HUMAN
46.0069,54.6875,104672.0,0,HUMAN
68.3759,7.8125,3.31424E7,0,HUMAN
44.4884,23.4375,79099.3,0,HUMAN
45.5516,54.6875,89525.2,0,HUMAN
46.179,54.6875,105884.0,0,HUMAN
43.8794,23.4375,67448.0,0,HUMAN
47.0594,23.4375,139268.0,0,HUMAN
45.0578,23.4375,69996.3,0,HUMAN
46.5607,23.4375,115290.0,0,HUMAN
49.6916,15.625,223219.0,0,HUMAN
44.9239,15.625,63843.0,0,HUMAN
44.3661,54.6875,67193.3,0,HUMAN
45.471,23.4375,77176.4,0,HUMAN
45.761,23.4375,90461.9,0,HUMAN
44.5598,23.4375,69423.5,0,HUMAN
44.1965,23.4375,66390.0,0,HUMAN
44.5878,54.6875,76971.0,0,HUMAN
43.9687,23.4375,60633.3,0,HUMAN
43.5461,23.4375,54612.7,0,HUMAN
43.7293,23.4375,63006.0,0,HUMAN
45.4067,23.4375,81415.7,0,HUMAN
45.6958,23.4375,87179.9,0,HUMAN
43.2758,23.4375,51748.5,0,HUMAN
43.8729,23.4375,58261.0,0,HUMAN
69.0671,7.8125,3.82811E7,0,HUMAN
44.5707,23.4375,76226.6,0,HUMAN
68.5422,7.8125,3.42233E7,0,HUMAN
44.4305,23.4375,74601.0,0,HUMAN
46.1694,23.4375,101893.0,0,HUMAN
46.4078,23.4375,109105.0,0,HUMAN
44.0187,23.4375,71874.7,0,HUMAN
44.8431,23.4375,80721.8,0,HUMAN
46.3289,70.3125,111370.0,0,HUMAN
44.8939,23.4375,76263.4,0,HUMAN
44.3752,23.4375,70490.4,0,HUMAN
43.1017,23.4375,48198.0,0,HUMAN
44.5164,23.4375,78666.6,0,HUMAN
44.5358,23.4375,71543.6,0,HUMAN
44.4599,23.4375,69748.5,0,HUMAN
67.7865,7.8125,2.92137E7,0,HUMAN
44.9025,23.4375,74934.3,0,HUMAN
43.8218,23.4375,56402.9,0,HUMAN
43.2943,23.4375,51240.2,0,HUMAN
45.9995,23.4375,91676.8,0,HUMAN
44.4982,23.4375,70549.0,0,HUMAN
44.1367,23.4375,66461.4,0,HUMAN
45.5843,62.5,88662.8,0,HUMAN
44.6409,23.4375,72752.4,0,HUMAN
44.1237,23.4375,61882.0,0,HUMAN
44.8186,23.4375,84082.9,0,HUMAN
44.4866,23.4375,65911.5,0,HUMAN
43.0227,23.4375,51785.0,0,HUMAN
44.1131,23.4375,65885.1,0,HUMAN
68.9048,7.8125,3.70133E7,0,HUMAN
45.5499,23.4375,90277.5,0,HUMAN
43.8446,23.4375,58183.2,0,HUMAN
68.7874,7.8125,3.63112E7,0,HUMAN
43.7746,23.4375,55528.9,0,HUMAN
45.2605,23.4375,79888.5,0,HUMAN
68.2398,7.8125,3.23079E7,0,HUMAN
45.4493,62.5,90244.2,0,HUMAN
45.5139,23.4375,94280.5,0,HUMAN
44.0577,23.4375,67099.4,0,HUMAN
45.0425,62.5,84291.2,0,HUMAN
68.1341,7.8125,3.14377E7,0,HUMAN
44.6864,23.4375,68650.7,0,HUMAN
43.0963,23.4375,51559.3,0,HUMAN
44.8893,23.4375,78909.1,0,HUMAN
43.8517,23.4375,61960.3,0,HUMAN
45.9607,23.4375,91189.5,0,HUMAN
45.5772,23.4375,103243.0,0,HUMAN
43.8616,23.4375,62277.5,0,HUMAN
44.309,23.4375,68979.4,0,HUMAN
44.7391,23.4375,68064.8,0,HUMAN
45.1468,54.6875,80337.1,0,HUMAN
44.5446,23.4375,75802.0,0,HUMAN
46.4843,54.6875,114276.0,0,HUMAN
45.4054,23.4375,90464.3,0,HUMAN
68.5908,7.8125,3.47193E7,0,HUMAN
44.8739,23.4375,82541.3,0,HUMAN
46.6023,54.6875,112449.0,0,HUMAN
45.9514,23.4375,99022.6,0,HUMAN
68.8709,7.8125,3.6577E7,0,HUMAN
45.0518,23.4375,98033.1,0,HUMAN
45.5903,23.4375,95519.6,0,HUMAN
68.0789,7.8125,3.13359E7,0,HUMAN
44.6502,23.4375,70345.2,0,HUMAN
45.0912,23.4375,92184.4,0,HUMAN
46.5887,23.4375,127138.0,0,HUMAN
46.1741,23.4375,106000.0,0,HUMAN
44.1206,23.4375,77045.6,0,HUMAN
45.6182,23.4375,92777.9,0,HUMAN
46.0199,23.4375,96599.1,0,HUMAN
44.542,23.4375,75014.5,0,HUMAN
44.4108,23.4375,63592.3,0,HUMAN
44.0014,23.4375,62790.4,0,HUMAN
44.1135,23.4375,69905.0,0,HUMAN
44.5349,23.4375,71509.2,0,HUMAN
45.4467,23.4375,85217.7,0,HUMAN
44.8829,23.4375,78947.4,0,HUMAN
45.2752,23.4375,82336.3,0,HUMAN
68.6105,7.8125,3.49895E7,0,HUMAN
45.5448,23.4375,84902.4,0,HUMAN
44.0553,23.4375,63217.8,0,HUMAN
68.2639,7.8125,3.23256E7,0,HUMAN
44.6617,23.4375,70693.6,0,HUMAN
44.9144,23.4375,76662.0,0,HUMAN
68.1889,7.8125,3.20296E7,0,HUMAN
44.0813,23.4375,70303.9,0,HUMAN
45.8246,23.4375,91463.4,0,HUMAN
44.6599,23.4375,65944.6,0,HUMAN
44.8337,23.4375,75689.9,0,HUMAN
43.1652,23.4375,54213.5,0,HUMAN
43.7121,23.4375,54655.5,0,HUMAN
46.171,54.6875,105056.0,0,HUMAN
44.3827,23.4375,77280.7,0,HUMAN
43.7834,23.4375,60940.7,0,HUMAN
68.8505,7.8125,3.65888E7,0,HUMAN
44.5248,23.4375,73930.2,0,HUMAN
68.4573,7.8125,3.39428E7,0,HUMAN
45.421,54.6875,88075.5,0,HUMAN
45.0626,23.4375,72641.6,0,HUMAN
44.5189,23.4375,72751.1,0,HUMAN
42.5181,23.4375,43604.1,0,HUMAN
44.829,23.4375,77087.6,0,HUMAN
43.0172,23.4375,56476.5,0,HUMAN
45.4077,23.4375,91130.8,0,HUMAN
46.6959,54.6875,111918.0,0,HUMAN
44.7791,54.6875,74749.4,0,HUMAN
44.0511,23.4375,68380.5,0,HUMAN
45.1857,54.6875,84725.2,0,HUMAN
45.8637,23.4375,97796.0,0,HUMAN
43.7824,23.4375,57630.3,0,HUMAN
43.9959,23.4375,62887.8,0,HUMAN
68.8335,7.8125,3.63995E7,0,HUMAN
44.8228,23.4375,71809.9,0,HUMAN
45.079,23.4375,81661.4,0,HUMAN
68.6519,7.8125,3.52532E7,0,HUMAN
45.0312,23.4375,83165.2,0,HUMAN
43.3206,23.4375,57392.2,0,HUMAN
44.5641,23.4375,68891.8,0,HUMAN
44.4639,23.4375,60946.4,0,HUMAN
45.6556,54.6875,88678.2,0,HUMAN
44.0463,23.4375,65951.7,0,HUMAN
44.7102,23.4375,81608.3,0,HUMAN
45.5972,23.4375,87386.1,0,HUMAN
45.1565,23.4375,87483.9,0,HUMAN
44.2137,54.6875,76264.8,0,HUMAN
45.3102,23.4375,84854.0,0,HUMAN
44.2543,23.4375,64735.4,0,HUMAN
44.8071,23.4375,70051.7,0,HUMAN
46.0548,23.4375,98754.3,0,HUMAN
68.3143,7.8125,3.26316E7,0,HUMAN
44.1865,23.4375,60503.7,0,HUMAN
44.2708,23.4375,70429.0,0,HUMAN
68.6482,7.8125,3.50836E7,0,HUMAN
44.8857,23.4375,77715.0,0,HUMAN
45.8872,54.6875,94056.6,0,HUMAN
44.3264,23.4375,73297.7,0,HUMAN
69.0287,7.8125,3.79937E7,0,HUMAN
45.4592,23.4375,92354.0,0,HUMAN
45.6652,54.6875,97689.1,0,HUMAN
68.4851,7.8125,3.37309E7,0,HUMAN
44.9396,23.4375,81649.6,0,HUMAN
44.4082,23.4375,64968.8,0,HUMAN
68.146,7.8125,3.16361E7,0,HUMAN
44.6823,23.4375,73610.7,0,HUMAN
44.1247,23.4375,67401.8,0,HUMAN
44.4368,23.4375,70852.0,0,HUMAN
45.5991,54.6875,88934.7,0,HUMAN
45.1365,23.4375,79935.4,0,HUMAN
44.559,23.4375,76248.0,0,HUMAN
44.7307,23.4375,75009.2,0,HUMAN
44.9492,23.4375,73118.6,0,HUMAN
45.9875,23.4375,93570.6,0,HUMAN
43.9402,23.4375,58459.1,0,HUMAN
45.8619,54.6875,92133.5,0,HUMAN
44.035,23.4375,73756.7,0,HUMAN
44.2597,23.4375,74923.6,0,HUMAN
44.172,23.4375,69755.6,0,HUMAN
44.951,23.4375,72586.0,0,HUMAN
44.1989,23.4375,67796.1,0,HUMAN
44.7962,23.4375,74651.0,0,HUMAN
45.9917,23.4375,99773.7,0,HUMAN
45.0583,23.4375,78203.3,0,HUMAN
45.3982,23.4375,76836.3,0,HUMAN
42.9752,23.4375,50113.5,0,HUMAN
45.3208,54.6875,87616.6,0,HUMAN
44.5103,23.4375,74040.6,0,HUMAN
45.12,23.4375,85181.2,0,HUMAN
45.4461,23.4375,89826.1,0,HUMAN
43.6762,23.4375,61194.2,0,HUMAN
44.4532,23.4375,69435.7,0,HUMAN
44.5147,23.4375,69847.9,0,HUMAN
45.9138,23.4375,90827.0,0,HUMAN
44.6412,23.4375,72250.6,0,HUMAN
44.3252,23.4375,70960.1,0,HUMAN
45.9058,54.6875,93582.1,0,HUMAN
43.6987,23.4375,60250.1,0,HUMAN
44.2706,23.4375,67660.8,0,HUMAN
44.6137,23.4375,76570.0,0,HUMAN
45.2917,23.4375,79969.7,0,HUMAN
44.0042,23.4375,62935.4,0,HUMAN
44.6328,23.4375,76691.9,0,HUMAN
44.3186,23.4375,66522.1,0,HUMAN
45.3282,23.4375,86910.4,0,HUMAN
45.9939,23.4375,100792.0,0,HUMAN
45.8506,23.4375,91152.9,0,HUMAN
45.9684,23.4375,97980.5,0,HUMAN
44.7463,23.4375,83097.0,0,HUMAN
68.7078,7.8125,3.55328E7,0,HUMAN
44.8201,23.4375,69345.8,0,HUMAN
46.1438,23.4375,98877.1,0,HUMAN
43.4179,23.4375,56365.1,0,HUMAN
45.5934,23.4375,94560.4,0,HUMAN
44.0147,23.4375,66107.2,0,HUMAN
44.9374,23.4375,83064.6,0,HUMAN
43.8534,23.4375,57363.0,0,HUMAN
45.2463,23.4375,87364.1,0,HUMAN
45.7687,23.4375,91964.6,0,HUMAN
46.9824,23.4375,119656.0,0,HUMAN
45.2382,23.4375,85481.1,0,HUMAN
44.4711,23.4375,65496.5,0,HUMAN
45.0856,23.4375,87758.9,0,HUMAN
46.1718,23.4375,102522.0,0,HUMAN
45.0746,23.4375,80853.4,0,HUMAN
45.0292,23.4375,78042.5,0,HUMAN
45.1659,23.4375,77059.5,0,HUMAN
45.3636,23.4375,78675.4,0,HUMAN
46.6686,15.625,106821.0,0,HUMAN
46.7168,7.8125,110875.0,0,HUMAN
44.5087,23.4375,71603.6,0,HUMAN
43.8888,23.4375,61180.8,0,HUMAN
43.8142,23.4375,61710.1,0,HUMAN
43.7276,23.4375,57230.7,0,HUMAN
44.324,23.4375,64185.9,0,HUMAN
44.15,23.4375,66385.3,0,HUMAN
43.1833,23.4375,53312.6,0,HUMAN
44.0224,23.4375,67084.0,0,HUMAN
43.6481,23.4375,58220.0,0,HUMAN
44.1463,23.4375,71977.3,0,HUMAN
68.8676,7.8125,3.67272E7,0,HUMAN
43.7223,23.4375,61263.9,0,HUMAN
43.3103,23.4375,54849.4,0,HUMAN
44.5493,23.4375,64542.2,0,HUMAN
44.5632,23.4375,70135.3,0,HUMAN
44.742,23.4375,79772.6,0,HUMAN
44.0225,23.4375,62995.8,0,HUMAN
44.003,23.4375,64119.5,0,HUMAN
44.1086,23.4375,65495.3,0,HUMAN
43.7222,23.4375,61470.6,0,HUMAN
43.9771,23.4375,63715.3,0,HUMAN
44.707,54.6875,79559.6,0,HUMAN
43.5003,23.4375,63777.6,0,HUMAN
44.6498,23.4375,70406.6,0,HUMAN
45.0119,23.4375,74585.4,0,HUMAN
68.7559,7.8125,3.58288E7,0,HUMAN
44.5197,23.4375,67077.7,0,HUMAN
45.0311,23.4375,79233.5,0,HUMAN
43.727,23.4375,59922.6,0,HUMAN
68.3089,7.8125,3.27489E7,0,HUMAN
44.269,23.4375,70034.9,0,HUMAN
44.7358,23.4375,70876.2,0,HUMAN
68.4993,7.8125,3.39901E7,0,HUMAN
44.9248,23.4375,78658.0,0,HUMAN
45.4854,23.4375,92993.5,0,HUMAN
68.431,7.8125,3.33982E7,0,HUMAN
44.8136,23.4375,72709.6,0,HUMAN
68.211,7.8125,3.23141E7,0,HUMAN
45.0958,23.4375,82644.3,0,HUMAN
45.7633,54.6875,90585.6,0,HUMAN
43.4438,23.4375,58527.8,0,HUMAN
44.2773,23.4375,68665.4,0,HUMAN
45.4009,23.4375,90548.9,0,HUMAN
45.0416,23.4375,81485.2,0,HUMAN
44.1941,23.4375,72148.2,0,HUMAN
45.1954,54.6875,87875.8,0,HUMAN
44.5599,23.4375,68020.2,0,HUMAN
43.8041,23.4375,62169.1,0,HUMAN
45.0634,23.4375,76874.6,0,HUMAN
45.1475,23.4375,75478.2,0,HUMAN
49.3391,7.8125,348245.0,0,HUMAN
43.3222,23.4375,56059.9,0,HUMAN
44.3572,23.4375,66818.0,0,HUMAN
68.4948,7.8125,3.42476E7,0,HUMAN
44.4611,23.4375,67416.8,0,HUMAN
44.2034,54.6875,71869.2,0,HUMAN
68.4889,7.8125,3.39401E7,0,HUMAN
44.9667,23.4375,87221.8,0,HUMAN
44.2204,23.4375,71261.4,0,HUMAN
68.6432,7.8125,3.49929E7,0,HUMAN
44.2444,23.4375,66876.5,0,HUMAN
44.7771,23.4375,77012.8,0,HUMAN
67.9493,7.8125,3.04094E7,0,HUMAN
